date,area_name,area_id,Temperature,Pressure,Precipitation,season
2027-10,Wadi El Rayan,N/A,25.69783348,1013.25,0.6017753319,Autumn
2027-11,Wadi El Rayan,N/A,20.98600605,1013.25,1.104982626,Autumn
2027-12,Wadi El Rayan,N/A,16.96449222,1013.25,2.876856958,Winter
2028-01,Wadi El Rayan,N/A,15.25640744,1013.25,4.435918257,Winter
2028-02,Wadi El Rayan,N/A,16.30945797,1013.25,2.575336171,Winter
2028-03,Wadi El Rayan,N/A,19.10380041,1013.25,1.294049176,Spring
2028-04,Wadi El Rayan,N/A,22.62532169,1013.25,1.086026334,Spring
2028-05,Wadi El Rayan,N/A,26.30770752,1013.25,0.08088636349,Spring
2028-06,Wadi El Rayan,N/A,29.13234753,1013.25,0,Summer
2028-07,Wadi El Rayan,N/A,30.41883069,1013.25,1.55E-08,Summer
2028-08,Wadi El Rayan,N/A,30.58393343,1013.25,1.58E-05,Summer
2028-09,Wadi El Rayan,N/A,28.73958322,1013.25,4.35E-04,Autumn
2028-10,Wadi El Rayan,N/A,25.90302956,1013.25,2.014392401,Autumn
2028-11,Wadi El Rayan,N/A,20.91826452,1013.25,2.63595124,Autumn
2028-12,Wadi El Rayan,N/A,16.81154238,1013.25,2.812361705,Winter
2029-01,Wadi El Rayan,N/A,15.13133502,1013.25,6.269850126,Winter
2029-02,Wadi El Rayan,N/A,16.03013909,1013.25,3.008798091,Winter
2029-03,Wadi El Rayan,N/A,18.96519732,1013.25,2.522393352,Spring
2029-04,Wadi El Rayan,N/A,22.62232381,1013.25,1.12779767,Spring
2029-05,Wadi El Rayan,N/A,26.52413194,1013.25,0.1124050423,Spring
2029-06,Wadi El Rayan,N/A,29.12130942,1013.25,0,Summer
2029-07,Wadi El Rayan,N/A,30.46851536,1013.25,3.66E-06,Summer
2029-08,Wadi El Rayan,N/A,31.0904802,1013.25,2.51E-04,Summer
2029-09,Wadi El Rayan,N/A,28.7406073,1013.25,0.001452661163,Autumn
2029-10,Wadi El Rayan,N/A,25.71055935,1013.25,0.2728099894,Autumn
2029-11,Wadi El Rayan,N/A,21.278647,1013.25,1.279023799,Autumn
2029-12,Wadi El Rayan,N/A,16.80849675,1013.25,3.63153851,Winter
2030-01,Wadi El Rayan,N/A,15.03711216,1013.25,5.935419579,Winter
2030-02,Wadi El Rayan,N/A,16.79812599,1013.25,2.108306391,Winter
2030-03,Wadi El Rayan,N/A,18.71144759,1013.25,1.185657525,Spring
2030-04,Wadi El Rayan,N/A,22.28885684,1013.25,0.7939873839,Spring
2030-05,Wadi El Rayan,N/A,26.4062757,1013.25,0.2593425419,Spring
2030-06,Wadi El Rayan,N/A,29.28171664,1013.25,3.68E-05,Summer
2030-07,Wadi El Rayan,N/A,30.2817057,1013.25,1.63E-17,Summer
2030-08,Wadi El Rayan,N/A,30.65665858,1013.25,0.001174908883,Summer
2030-09,Wadi El Rayan,N/A,28.87668305,1013.25,0.08297602495,Autumn
2030-10,Wadi El Rayan,N/A,26.0076043,1013.25,8.266734666,Autumn
2030-11,Wadi El Rayan,N/A,21.52576572,1013.25,1.355148833,Autumn
2030-12,Wadi El Rayan,N/A,16.74067469,1013.25,3.402244247,Winter
2026-01,Salouga and Ghazal Reserve,N/A,19.10852715,1013.25,0.005017524429,Winter
2026-02,Salouga and Ghazal Reserve,N/A,20.82504634,1013.25,8.17E-06,Winter
2026-03,Salouga and Ghazal Reserve,N/A,23.6287806,1013.25,0.01314990877,Spring
2026-04,Salouga and Ghazal Reserve,N/A,27.73236008,1013.25,0.1742712872,Spring
2026-05,Salouga and Ghazal Reserve,N/A,31.00955537,1013.25,0.5626280102,Spring
2026-06,Salouga and Ghazal Reserve,N/A,33.53372135,1013.25,0.0467996694,Summer
2026-07,Salouga and Ghazal Reserve,N/A,34.00761444,1013.25,1.10E-05,Summer
2026-08,Salouga and Ghazal Reserve,N/A,34.31780483,1013.25,0.006237440008,Summer
2026-09,Salouga and Ghazal Reserve,N/A,32.65924096,1013.25,2.39E-05,Autumn
2026-10,Salouga and Ghazal Reserve,N/A,29.52411648,1013.25,0.1607160556,Autumn
2026-11,Salouga and Ghazal Reserve,N/A,24.98655133,1013.25,1.048086907,Autumn
2026-12,Salouga and Ghazal Reserve,N/A,20.08161516,1013.25,0.0569163939,Winter
2027-01,Salouga and Ghazal Reserve,N/A,18.80817417,1013.25,0.009790266359,Winter
2027-02,Salouga and Ghazal Reserve,N/A,21.01575785,1013.25,6.64E-05,Winter
2027-03,Salouga and Ghazal Reserve,N/A,23.33711922,1013.25,0.002196465773,Spring
2027-04,Salouga and Ghazal Reserve,N/A,27.55300932,1013.25,0.4205263278,Spring
2027-05,Salouga and Ghazal Reserve,N/A,31.28455679,1013.25,0.2606103164,Spring
2027-06,Salouga and Ghazal Reserve,N/A,33.74293808,1013.25,0.04265953701,Summer
2027-07,Salouga and Ghazal Reserve,N/A,34.28910044,1013.25,4.22E-05,Summer
2027-08,Salouga and Ghazal Reserve,N/A,34.47680751,1013.25,0.006382788771,Summer
2027-09,Salouga and Ghazal Reserve,N/A,33.00222109,1013.25,1.10E-05,Autumn
2027-10,Salouga and Ghazal Reserve,N/A,29.66658297,1013.25,0.07023018976,Autumn
2027-11,Salouga and Ghazal Reserve,N/A,24.85124543,1013.25,0.5016547352,Autumn
2027-12,Salouga and Ghazal Reserve,N/A,20.6368172,1013.25,0.03659414788,Winter
2028-01,Salouga and Ghazal Reserve,N/A,19.10266665,1013.25,0.002788626972,Winter
2028-02,Salouga and Ghazal Reserve,N/A,20.49613861,1013.25,1.16E-06,Winter
2028-03,Salouga and Ghazal Reserve,N/A,23.62397496,1013.25,0.006775099986,Spring
2028-04,Salouga and Ghazal Reserve,N/A,27.68549753,1013.25,0.9085068051,Spring
2028-05,Salouga and Ghazal Reserve,N/A,30.93343557,1013.25,0.5510068567,Spring
2028-06,Salouga and Ghazal Reserve,N/A,33.36278517,1013.25,0.02509566871,Summer
2028-07,Salouga and Ghazal Reserve,N/A,34.43099227,1013.25,5.59E-06,Summer
2028-08,Salouga and Ghazal Reserve,N/A,34.38902737,1013.25,0.001202330766,Summer
2028-09,Salouga and Ghazal Reserve,N/A,32.62067928,1013.25,1.87E-04,Autumn
2028-10,Salouga and Ghazal Reserve,N/A,29.77965434,1013.25,0.0874743556,Autumn
2028-11,Salouga and Ghazal Reserve,N/A,24.82572813,1013.25,0.6355331383,Autumn
2028-12,Salouga and Ghazal Reserve,N/A,20.37888551,1013.25,0.09443715778,Winter
2029-01,Salouga and Ghazal Reserve,N/A,19.00455088,1013.25,0.003280877089,Winter
2029-02,Salouga and Ghazal Reserve,N/A,20.17408328,1013.25,1.24E-04,Winter
2029-03,Salouga and Ghazal Reserve,N/A,23.69062562,1013.25,0.03778582693,Spring
2029-04,Salouga and Ghazal Reserve,N/A,27.45454928,1013.25,0.02334959232,Spring
2029-05,Salouga and Ghazal Reserve,N/A,31.24560489,1013.25,0.1583415712,Spring
2029-06,Salouga and Ghazal Reserve,N/A,33.52992672,1013.25,0.1117613691,Summer
2029-07,Salouga and Ghazal Reserve,N/A,34.15008744,1013.25,2.30E-05,Summer
2029-08,Salouga and Ghazal Reserve,N/A,34.84035735,1013.25,0.004936445267,Summer
2029-09,Salouga and Ghazal Reserve,N/A,32.97563651,1013.25,4.84E-07,Autumn
2029-10,Salouga and Ghazal Reserve,N/A,29.6343845,1013.25,0.06049924773,Autumn
2029-11,Salouga and Ghazal Reserve,N/A,24.82738269,1013.25,0.2974425308,Autumn
2029-12,Salouga and Ghazal Reserve,N/A,20.41238211,1013.25,0.2654622234,Winter
2030-01,Salouga and Ghazal Reserve,N/A,19.07687743,1013.25,0.01245185658,Winter
2030-02,Salouga and Ghazal Reserve,N/A,21.34028587,1013.25,1.78E-04,Winter
2030-03,Salouga and Ghazal Reserve,N/A,23.52640333,1013.25,0.005577647485,Spring
2030-04,Salouga and Ghazal Reserve,N/A,27.54903592,1013.25,0.3203461063,Spring
2030-05,Salouga and Ghazal Reserve,N/A,31.03005565,1013.25,0.9842917852,Spring
2030-06,Salouga and Ghazal Reserve,N/A,33.79795989,1013.25,0.02401719985,Summer
2030-07,Salouga and Ghazal Reserve,N/A,34.16113743,1013.25,1.34E-05,Summer
2030-08,Salouga and Ghazal Reserve,N/A,34.61945449,1013.25,0.00821134658,Summer
2030-09,Salouga and Ghazal Reserve,N/A,32.82532254,1013.25,5.18E-05,Autumn
2030-10,Salouga and Ghazal Reserve,N/A,29.97867192,1013.25,0.05079797424,Autumn
2030-11,Salouga and Ghazal Reserve,N/A,24.99624369,1013.25,0.6785990409,Autumn
2030-12,Salouga and Ghazal Reserve,N/A,20.47430178,1013.25,0.03670730386,Winter
2026-01,Qarun Reserve,N/A,14.70067398,1013.25,6.003686953,Winter
2026-02,Qarun Reserve,N/A,15.60100053,1013.25,3.194519036,Winter
2026-03,Qarun Reserve,N/A,18.11101956,1013.25,2.696819708,Spring
2026-04,Qarun Reserve,N/A,22.07311125,1013.25,1.485840452,Spring
2026-05,Qarun Reserve,N/A,25.5940684,1013.25,0.2190022006,Spring
2026-06,Qarun Reserve,N/A,28.67107511,1013.25,0,Summer
2026-07,Qarun Reserve,N/A,29.37073351,1013.25,1.43E-15,Summer
2026-08,Qarun Reserve,N/A,30.00283784,1013.25,4.97E-15,Summer
2026-09,Qarun Reserve,N/A,28.02230407,1013.25,0.002499398342,Autumn
2026-10,Qarun Reserve,N/A,25.02798455,1013.25,0.4650390696,Autumn
2026-11,Qarun Reserve,N/A,20.60247099,1013.25,2.611804141,Autumn
2026-12,Qarun Reserve,N/A,16.0522685,1013.25,6.43235761,Winter
2027-01,Qarun Reserve,N/A,14.43528034,1013.25,5.72564049,Winter
2027-02,Qarun Reserve,N/A,15.92295157,1013.25,3.369929511,Winter
2027-03,Qarun Reserve,N/A,17.87521716,1013.25,3.342337066,Spring
2027-04,Qarun Reserve,N/A,21.60697051,1013.25,1.198673403,Spring
2027-05,Qarun Reserve,N/A,25.58924232,1013.25,0.4449218437,Spring
2027-06,Qarun Reserve,N/A,28.37353406,1013.25,0,Summer
2027-07,Qarun Reserve,N/A,29.39422723,1013.25,2.20E-15,Summer
2027-08,Qarun Reserve,N/A,29.79352549,1013.25,2.21E-15,Summer
2027-09,Qarun Reserve,N/A,27.95900607,1013.25,0.02871629294,Autumn
2027-10,Qarun Reserve,N/A,25.14403874,1013.25,1.040984023,Autumn
2027-11,Qarun Reserve,N/A,20.58794031,1013.25,2.320457989,Autumn
2027-12,Qarun Reserve,N/A,16.59847061,1013.25,4.827278476,Winter
2028-01,Qarun Reserve,N/A,14.7755534,1013.25,5.311578832,Winter
2028-02,Qarun Reserve,N/A,15.76724003,1013.25,3.195219095,Winter
2028-03,Qarun Reserve,N/A,18.35179436,1013.25,2.127906723,Spring
2028-04,Qarun Reserve,N/A,21.74731546,1013.25,1.682642404,Spring
2028-05,Qarun Reserve,N/A,25.4388817,1013.25,0.183715752,Spring
2028-06,Qarun Reserve,N/A,28.26883466,1013.25,0,Summer
2028-07,Qarun Reserve,N/A,29.51979873,1013.25,6.03E-08,Summer
2028-08,Qarun Reserve,N/A,29.77928202,1013.25,0.002117641169,Summer
2028-09,Qarun Reserve,N/A,28.063228,1013.25,0.002246085863,Autumn
2028-10,Qarun Reserve,N/A,25.37728665,1013.25,0.718215813,Autumn
2028-11,Qarun Reserve,N/A,20.53001575,1013.25,3.436513398,Autumn
2028-12,Qarun Reserve,N/A,16.43301413,1013.25,4.227926557,Winter
2029-01,Qarun Reserve,N/A,14.67561732,1013.25,7.764941696,Winter
2029-02,Qarun Reserve,N/A,15.48081046,1013.25,4.494686573,Winter
2029-03,Qarun Reserve,N/A,18.20199199,1013.25,2.978156537,Spring
2029-04,Qarun Reserve,N/A,21.75550326,1013.25,1.624738693,Spring
2029-05,Qarun Reserve,N/A,25.64267523,1013.25,0.1353092651,Spring
2029-06,Qarun Reserve,N/A,28.23385585,1013.25,0,Summer
2029-07,Qarun Reserve,N/A,29.59051254,1013.25,9.66E-05,Summer
2029-08,Qarun Reserve,N/A,30.24298314,1013.25,8.52E-04,Summer
2029-09,Qarun Reserve,N/A,28.0592398,1013.25,0.003803425496,Autumn
2029-10,Qarun Reserve,N/A,25.17395308,1013.25,1.00209045,Autumn
2029-11,Qarun Reserve,N/A,20.86999454,1013.25,2.320936091,Autumn
2029-12,Qarun Reserve,N/A,16.44621523,1013.25,5.788137931,Winter
2030-01,Qarun Reserve,N/A,14.56333285,1013.25,6.993891294,Winter
2030-02,Qarun Reserve,N/A,16.21185647,1013.25,2.789538058,Winter
2030-03,Qarun Reserve,N/A,17.95926416,1013.25,1.899150932,Spring
2030-04,Qarun Reserve,N/A,21.45073272,1013.25,1.23502481,Spring
2030-05,Qarun Reserve,N/A,25.52926943,1013.25,0.3603026491,Spring
2030-06,Qarun Reserve,N/A,28.39134968,1013.25,0,Summer
2030-07,Qarun Reserve,N/A,29.42378804,1013.25,1.05E-17,Summer
2030-08,Qarun Reserve,N/A,29.83250233,1013.25,0.001842698827,Summer
2030-09,Qarun Reserve,N/A,28.19296815,1013.25,0.09023207894,Autumn
2030-10,Qarun Reserve,N/A,25.46930969,1013.25,1.605659819,Autumn
2030-11,Qarun Reserve,N/A,21.12373935,1013.25,2.939615992,Autumn
2030-12,Qarun Reserve,N/A,16.37285205,1013.25,5.329755684,Winter
2026-01,Siwa Reserve,N/A,14.96710159,1013.25,3.02711238,Winter
2026-02,Siwa Reserve,N/A,16.15929995,1013.25,0.8750851819,Winter
2026-03,Siwa Reserve,N/A,19.23070153,1013.25,0.1969070451,Spring
2026-04,Siwa Reserve,N/A,23.2986673,1013.25,0.1242701678,Spring
2026-05,Siwa Reserve,N/A,26.70771269,1013.25,0.09497072322,Spring
2026-06,Siwa Reserve,N/A,30.28382626,1013.25,5.16E-04,Summer
2026-07,Siwa Reserve,N/A,30.90831688,1013.25,5.15E-17,Summer
2026-08,Siwa Reserve,N/A,31.5107121,1013.25,2.88E-04,Summer
2026-09,Siwa Reserve,N/A,29.35739432,1013.25,0.004979013376,Autumn
2026-10,Siwa Reserve,N/A,25.48620922,1013.25,0.4859566678,Autumn
2026-11,Siwa Reserve,N/A,20.71450654,1013.25,0.4547674221,Autumn
2026-12,Siwa Reserve,N/A,16.05580254,1013.25,1.978243576,Winter
2027-01,Siwa Reserve,N/A,14.79219205,1013.25,2.657350651,Winter
2027-02,Siwa Reserve,N/A,16.44483311,1013.25,0.8707573419,Winter
2027-03,Siwa Reserve,N/A,19.06020561,1013.25,0.2371831158,Spring
2027-04,Siwa Reserve,N/A,23.02659373,1013.25,0.09608886804,Spring
2027-05,Siwa Reserve,N/A,26.74095534,1013.25,0.06056103798,Spring
2027-06,Siwa Reserve,N/A,29.96570978,1013.25,0.001418923474,Summer
2027-07,Siwa Reserve,N/A,30.90080299,1013.25,1.96E-19,Summer
2027-08,Siwa Reserve,N/A,31.28010806,1013.25,3.91E-04,Summer
2027-09,Siwa Reserve,N/A,29.21699377,1013.25,0.03048905009,Autumn
2027-10,Siwa Reserve,N/A,25.62406172,1013.25,0.9965226785,Autumn
2027-11,Siwa Reserve,N/A,20.50002035,1013.25,0.5055345875,Autumn
2027-12,Siwa Reserve,N/A,16.62640737,1013.25,1.047771519,Winter
2028-01,Siwa Reserve,N/A,15.18860782,1013.25,3.172428664,Winter
2028-02,Siwa Reserve,N/A,16.28415846,1013.25,1.066219264,Winter
2028-03,Siwa Reserve,N/A,19.59677758,1013.25,0.1254509417,Spring
2028-04,Siwa Reserve,N/A,23.05174678,1013.25,0.05526928391,Spring
2028-05,Siwa Reserve,N/A,26.56660039,1013.25,0.04143816406,Spring
2028-06,Siwa Reserve,N/A,29.78232232,1013.25,4.07E-04,Summer
2028-07,Siwa Reserve,N/A,31.19474542,1013.25,1.86E-05,Summer
2028-08,Siwa Reserve,N/A,31.19650567,1013.25,2.29E-05,Summer
2028-09,Siwa Reserve,N/A,29.2800997,1013.25,0.1111396393,Autumn
2028-10,Siwa Reserve,N/A,25.78623723,1013.25,1.055108927,Autumn
2028-11,Siwa Reserve,N/A,20.42156883,1013.25,1.655604411,Autumn
2028-12,Siwa Reserve,N/A,16.45021315,1013.25,1.314681997,Winter
2029-01,Siwa Reserve,N/A,15.07179728,1013.25,3.924544638,Winter
2029-02,Siwa Reserve,N/A,16.04870995,1013.25,1.374078095,Winter
2029-03,Siwa Reserve,N/A,19.35093382,1013.25,0.2580921658,Spring
2029-04,Siwa Reserve,N/A,23.0021774,1013.25,0.07532263902,Spring
2029-05,Siwa Reserve,N/A,26.67495584,1013.25,0.1259464347,Spring
2029-06,Siwa Reserve,N/A,29.72320338,1013.25,0.003294178805,Summer
2029-07,Siwa Reserve,N/A,31.1065938,1013.25,1.80E-06,Summer
2029-08,Siwa Reserve,N/A,31.73845979,1013.25,1.01E-04,Summer
2029-09,Siwa Reserve,N/A,29.24859457,1013.25,0.04494112375,Autumn
2029-10,Siwa Reserve,N/A,25.72210169,1013.25,0.8570611748,Autumn
2029-11,Siwa Reserve,N/A,20.83311304,1013.25,0.4531881464,Autumn
2029-12,Siwa Reserve,N/A,16.47311249,1013.25,1.541607701,Winter
2030-01,Siwa Reserve,N/A,15.04802514,1013.25,2.721081478,Winter
2030-02,Siwa Reserve,N/A,16.85525787,1013.25,1.425281673,Winter
2030-03,Siwa Reserve,N/A,19.10568387,1013.25,0.1592063679,Spring
2030-04,Siwa Reserve,N/A,22.63488858,1013.25,0.1305114737,Spring
2030-05,Siwa Reserve,N/A,26.76097863,1013.25,0.1316306861,Spring
2030-06,Siwa Reserve,N/A,29.9846161,1013.25,0.003428524135,Summer
2030-07,Siwa Reserve,N/A,30.89248308,1013.25,3.26E-06,Summer
2030-08,Siwa Reserve,N/A,31.23949389,1013.25,2.52E-07,Summer
2030-09,Siwa Reserve,N/A,29.35837788,1013.25,0.5233234806,Autumn
2030-10,Siwa Reserve,N/A,25.85329968,1013.25,1.945051793,Autumn
2030-11,Siwa Reserve,N/A,21.00731104,1013.25,0.4280002146,Autumn
2030-12,Siwa Reserve,N/A,16.40259946,1013.25,1.836228714,Winter
2026-01,Burullus Reserve,N/A,15.55977818,1013.25,37.95160443,Winter
2026-02,Burullus Reserve,N/A,15.55396925,1013.25,22.24935745,Winter
2026-03,Burullus Reserve,N/A,16.92222935,1013.25,14.08653912,Spring
2026-04,Burullus Reserve,N/A,19.34383026,1013.25,4.858343486,Spring
2026-05,Burullus Reserve,N/A,22.22107214,1013.25,1.42176476,Spring
2026-06,Burullus Reserve,N/A,25.49113545,1013.25,0.09307955184,Summer
2026-07,Burullus Reserve,N/A,27.21950901,1013.25,0.02116583156,Summer
2026-08,Burullus Reserve,N/A,27.9708682,1013.25,0.002727362378,Summer
2026-09,Burullus Reserve,N/A,26.45083253,1013.25,0.3750890756,Autumn
2026-10,Burullus Reserve,N/A,23.94082978,1013.25,5.818422451,Autumn
2026-11,Burullus Reserve,N/A,20.660288,1013.25,20.9074192,Autumn
2026-12,Burullus Reserve,N/A,17.053416,1013.25,38.30328504,Winter
2027-01,Burullus Reserve,N/A,15.23983694,1013.25,37.20524526,Winter
2027-02,Burullus Reserve,N/A,15.7061515,1013.25,24.89531158,Winter
2027-03,Burullus Reserve,N/A,16.73746008,1013.25,16.9345326,Spring
2027-04,Burullus Reserve,N/A,19.08944814,1013.25,3.580232916,Spring
2027-05,Burullus Reserve,N/A,22.17618682,1013.25,1.387249228,Spring
2027-06,Burullus Reserve,N/A,25.28811246,1013.25,0.09144519774,Summer
2027-07,Burullus Reserve,N/A,27.22183999,1013.25,0.007684493116,Summer
2027-08,Burullus Reserve,N/A,27.76916693,1013.25,6.18E-16,Summer
2027-09,Burullus Reserve,N/A,26.38518936,1013.25,0.5196804252,Autumn
2027-10,Burullus Reserve,N/A,23.89828996,1013.25,8.976284838,Autumn
2027-11,Burullus Reserve,N/A,20.5588428,1013.25,28.41176175,Autumn
2027-12,Burullus Reserve,N/A,17.56424098,1013.25,36.59878204,Winter
2028-01,Burullus Reserve,N/A,15.58438012,1013.25,34.95807715,Winter
2028-02,Burullus Reserve,N/A,15.65380873,1013.25,25.82237215,Winter
2028-03,Burullus Reserve,N/A,17.13007609,1013.25,11.51320922,Spring
2028-04,Burullus Reserve,N/A,19.20814419,1013.25,3.805375249,Spring
2028-05,Burullus Reserve,N/A,22.16604081,1013.25,1.415620008,Spring
2028-06,Burullus Reserve,N/A,25.36273032,1013.25,0.00883574768,Summer
2028-07,Burullus Reserve,N/A,27.30043707,1013.25,0.03312817289,Summer
2028-08,Burullus Reserve,N/A,27.87403242,1013.25,3.96E-16,Summer
2028-09,Burullus Reserve,N/A,26.44446629,1013.25,0.458630954,Autumn
2028-10,Burullus Reserve,N/A,24.16507498,1013.25,8.975496642,Autumn
2028-11,Burullus Reserve,N/A,20.58822877,1013.25,24.08298458,Autumn
2028-12,Burullus Reserve,N/A,17.34871602,1013.25,37.97658505,Winter
2029-01,Burullus Reserve,N/A,15.45827693,1013.25,41.50270646,Winter
2029-02,Burullus Reserve,N/A,15.4021248,1013.25,34.016206,Winter
2029-03,Burullus Reserve,N/A,16.84975088,1013.25,12.87870681,Spring
2029-04,Burullus Reserve,N/A,19.17727514,1013.25,5.767732727,Spring
2029-05,Burullus Reserve,N/A,22.1559491,1013.25,1.103599289,Spring
2029-06,Burullus Reserve,N/A,25.18932846,1013.25,0.04209372046,Summer
2029-07,Burullus Reserve,N/A,27.35014094,1013.25,0.01295861415,Summer
2029-08,Burullus Reserve,N/A,28.11878901,1013.25,0,Summer
2029-09,Burullus Reserve,N/A,26.42912471,1013.25,0.3369888455,Autumn
2029-10,Burullus Reserve,N/A,23.99981542,1013.25,10.44178166,Autumn
2029-11,Burullus Reserve,N/A,20.82784164,1013.25,20.36015473,Autumn
2029-12,Burullus Reserve,N/A,17.42384784,1013.25,41.54073556,Winter
2030-01,Burullus Reserve,N/A,15.39962404,1013.25,36.53956171,Winter
2030-02,Burullus Reserve,N/A,15.99862671,1013.25,19.34313059,Winter
2030-03,Burullus Reserve,N/A,16.75553561,1013.25,16.11000266,Spring
2030-04,Burullus Reserve,N/A,19.01154736,1013.25,4.971420583,Spring
2030-05,Burullus Reserve,N/A,22.22847409,1013.25,1.357390461,Spring
2030-06,Burullus Reserve,N/A,25.46524511,1013.25,0.02545701473,Summer
2030-07,Burullus Reserve,N/A,27.2834058,1013.25,0.02357931118,Summer
2030-08,Burullus Reserve,N/A,27.88492404,1013.25,1.96E-16,Summer
2030-09,Burullus Reserve,N/A,26.6035204,1013.25,0.8424969491,Autumn
2030-10,Burullus Reserve,N/A,24.21029039,1013.25,11.85609979,Autumn
2030-11,Burullus Reserve,N/A,21.08086814,1013.25,24.10324702,Autumn
2030-12,Burullus Reserve,N/A,17.39316939,1013.25,38.01933399,Winter
2026-01,Ashtoum Al-Gamil Reserve,N/A,14.25457813,1013.25,54.63245768,Winter
2026-02,Ashtoum Al-Gamil Reserve,N/A,14.9181606,1013.25,38.75404108,Winter
2026-03,Ashtoum Al-Gamil Reserve,N/A,17.31899167,1013.25,26.787159,Spring
2026-04,Ashtoum Al-Gamil Reserve,N/A,20.54013936,1013.25,8.095511175,Spring
2026-05,Ashtoum Al-Gamil Reserve,N/A,23.79129408,1013.25,1.380772534,Spring
2026-06,Ashtoum Al-Gamil Reserve,N/A,27.14692036,1013.25,0.01181348718,Summer
2026-07,Ashtoum Al-Gamil Reserve,N/A,28.77815502,1013.25,0.01297313369,Summer
2026-08,Ashtoum Al-Gamil Reserve,N/A,29.29112334,1013.25,0.008885798912,Summer
2026-09,Ashtoum Al-Gamil Reserve,N/A,27.2847097,1013.25,0.1208993595,Autumn
2026-10,Ashtoum Al-Gamil Reserve,N/A,24.19063886,1013.25,4.369383719,Autumn
2026-11,Ashtoum Al-Gamil Reserve,N/A,20.17298155,1013.25,22.84356499,Autumn
2026-12,Ashtoum Al-Gamil Reserve,N/A,15.80016562,1013.25,50.99791505,Winter
2027-01,Ashtoum Al-Gamil Reserve,N/A,13.92499159,1013.25,51.69518629,Winter
2027-02,Ashtoum Al-Gamil Reserve,N/A,15.11273903,1013.25,41.76476448,Winter
2027-03,Ashtoum Al-Gamil Reserve,N/A,17.11213445,1013.25,33.01932337,Spring
2027-04,Ashtoum Al-Gamil Reserve,N/A,20.22332813,1013.25,6.880368729,Spring
2027-05,Ashtoum Al-Gamil Reserve,N/A,23.81897187,1013.25,1.347235021,Spring
2027-06,Ashtoum Al-Gamil Reserve,N/A,26.96428338,1013.25,0.01642807074,Summer
2027-07,Ashtoum Al-Gamil Reserve,N/A,28.86378487,1013.25,0.009907836877,Summer
2027-08,Ashtoum Al-Gamil Reserve,N/A,29.11633268,1013.25,0,Summer
2027-09,Ashtoum Al-Gamil Reserve,N/A,27.23870157,1013.25,0.1843388661,Autumn
2027-10,Ashtoum Al-Gamil Reserve,N/A,24.16924933,1013.25,8.978937331,Autumn
2027-11,Ashtoum Al-Gamil Reserve,N/A,20.02098999,1013.25,30.32089967,Autumn
2027-12,Ashtoum Al-Gamil Reserve,N/A,16.39591163,1013.25,49.23692546,Winter
2028-01,Ashtoum Al-Gamil Reserve,N/A,14.28137669,1013.25,51.67573444,Winter
2028-02,Ashtoum Al-Gamil Reserve,N/A,15.0312274,1013.25,42.83167481,Winter
2028-03,Ashtoum Al-Gamil Reserve,N/A,17.53027888,1013.25,23.8656596,Spring
2028-04,Ashtoum Al-Gamil Reserve,N/A,20.38829214,1013.25,8.065916374,Spring
2028-05,Ashtoum Al-Gamil Reserve,N/A,23.75772227,1013.25,1.081611079,Spring
2028-06,Ashtoum Al-Gamil Reserve,N/A,27.0019165,1013.25,0.00257921419,Summer
2028-07,Ashtoum Al-Gamil Reserve,N/A,28.9129157,1013.25,0.06049443975,Summer
2028-08,Ashtoum Al-Gamil Reserve,N/A,29.18220693,1013.25,0,Summer
2028-09,Ashtoum Al-Gamil Reserve,N/A,27.29493639,1013.25,0.2867259352,Autumn
2028-10,Ashtoum Al-Gamil Reserve,N/A,24.47081002,1013.25,8.576864539,Autumn
2028-11,Ashtoum Al-Gamil Reserve,N/A,20.04561355,1013.25,27.27966286,Autumn
2028-12,Ashtoum Al-Gamil Reserve,N/A,16.12543599,1013.25,47.63870546,Winter
2029-01,Ashtoum Al-Gamil Reserve,N/A,14.16070524,1013.25,57.7698669,Winter
2029-02,Ashtoum Al-Gamil Reserve,N/A,14.74070171,1013.25,53.22078472,Winter
2029-03,Ashtoum Al-Gamil Reserve,N/A,17.27408299,1013.25,23.89232639,Spring
2029-04,Ashtoum Al-Gamil Reserve,N/A,20.33445336,1013.25,11.61817761,Spring
2029-05,Ashtoum Al-Gamil Reserve,N/A,23.77396092,1013.25,0.7757259722,Spring
2029-06,Ashtoum Al-Gamil Reserve,N/A,26.84925026,1013.25,0.002683804472,Summer
2029-07,Ashtoum Al-Gamil Reserve,N/A,28.9828125,1013.25,0.01048297369,Summer
2029-08,Ashtoum Al-Gamil Reserve,N/A,29.47066733,1013.25,0,Summer
2029-09,Ashtoum Al-Gamil Reserve,N/A,27.33125726,1013.25,0.1003780852,Autumn
2029-10,Ashtoum Al-Gamil Reserve,N/A,24.29515579,1013.25,11.71628495,Autumn
2029-11,Ashtoum Al-Gamil Reserve,N/A,20.33185029,1013.25,22.21946248,Autumn
2029-12,Ashtoum Al-Gamil Reserve,N/A,16.27057017,1013.25,53.983307,Winter
2030-01,Ashtoum Al-Gamil Reserve,N/A,14.12962185,1013.25,52.65606476,Winter
2030-02,Ashtoum Al-Gamil Reserve,N/A,15.4221584,1013.25,33.46671407,Winter
2030-03,Ashtoum Al-Gamil Reserve,N/A,17.13536163,1013.25,30.8366428,Spring
